Away,Year,Date,MonthNo,DayNum,Time,Home,Week,Game,Weekday,AwayWL,HomeWL,AwayPts,HomePts,AwayMargin,HomeMargin,OT,Spread,vs. Line,Over/Under,OU Result
SEA,2013,2013-10-28,10,28,8:30,STL,8,8,Mon,W,L,14,9,5,-5,,-13,not covered,43.5,under
SFO,2013,2013-10-27,10,27,1:07,JAX,8,8,Sun,W,L,42,10,32,-32,,-14.5,covered,40,over
SFO,2013,2013-11-25,11,25,8:40,WAS,12,11,Mon,W,L,27,6,21,-21,,-5,covered,45.5,under
CAR,2013,2013-12-29,12,29,1:05,ATL,17,16,Sun,W,L,21,20,1,-1,,-5.5,not covered,46.5,under
NOR,2013,2013-11-03,11,3,1:04,NYJ,9,8,Sun,L,W,20,26,-6,6,,-5.5,not covered,45.5,over
CIN,2013,2013-10-13,10,13,1:02,BUF,6,6,Sun,W,L,27,24,3,-3,OT,-6,not covered,41,over
DEN,2013,2013-10-20,10,20,8:31,IND,7,7,Sun,L,W,33,39,-6,6,,-6,not covered,54.5,over
DEN,2013,2013-12-01,12,1,4:26,KAN,13,12,Sun,W,L,35,28,7,-7,,-6,covered,49.5,over
KAN,2013,2013-12-15,12,15,4:05,OAK,15,14,Sun,W,L,56,31,25,-25,,-6,covered,44,over
TAM,2013,2013-09-08,9,8,1:03,NYJ,1,1,Sun,L,W,17,18,-1,1,,-6,not covered,40,under
CAR,2013,2013-10-24,10,24,8:29,TAM,8,7,Thu,W,L,31,13,18,-18,,-6.5,covered,39,over
HOU,2013,2013-09-09,9,9,10:25,SDG,1,1,Mon,W,L,31,28,3,-3,,-6.5,not covered,44,over
NWE,2013,2013-12-01,12,1,1:02,HOU,13,12,Sun,W,L,34,31,3,-3,,-6.5,not covered,49,over
DEN,2013,2013-11-10,11,10,4:25,SDG,10,9,Sun,W,L,28,20,8,-8,,-7,covered,56,under
NOR,2013,2013-11-21,11,21,8:30,ATL,12,11,Thu,W,L,17,13,4,-4,,-7,not covered,52.5,under
NOR,2013,2013-12-15,12,15,4:25,STL,15,14,Sun,L,W,16,27,-11,11,,-7,not covered,47.5,under
PHI,2013,2013-12-15,12,15,1:02,MIN,15,14,Sun,L,W,30,48,-18,18,,-7,not covered,53,over
PHI,2013,2013-12-29,12,29,8:30,DAL,17,16,Sun,W,L,24,22,2,-2,,-7,not covered,54,under
SDG,2013,2013-10-20,10,20,1:02,JAX,7,7,Sun,W,L,24,6,18,-18,,-7,covered,44.5,under
GNB,2013,2013-10-27,10,27,8:30,MIN,8,7,Sun,W,L,44,31,13,-13,,-7.5,covered,47.5,over
ARI,2013,2013-11-17,11,17,1:04,JAX,11,10,Sun,W,L,27,14,13,-13,,-9,covered,40.5,over
DEN,2013,2013-10-06,10,6,4:25,DAL,5,5,Sun,W,L,51,48,3,-3,,-9,not covered,56,over
IND,2013,2013-09-29,9,29,1:06,JAX,4,4,Sun,W,L,37,3,34,-34,,-9.5,covered,42.5,under
DEN,2013,2013-12-22,12,22,1:02,HOU,16,15,Sun,W,L,37,13,24,-24,,-9.5,covered,53,under
SEA,2013,2013-12-15,12,15,1:03,NYG,15,14,Sun,W,L,23,0,23,-23,,-9.5,covered,43.5,under
DEN,2013,2013-12-29,12,29,4:25,OAK,17,16,Sun,W,L,34,14,20,-20,,-10,covered,53.5,under
NWE,2013,2013-09-08,9,8,1:02,BUF,1,1,Sun,W,L,23,21,2,-2,,-10.5,not covered,50.5,under
DET,2013,2013-10-13,10,13,1:02,CLE,6,6,Sun,W,L,31,17,14,-14,,-2.5,covered,44,over
DET,2013,2013-12-29,12,29,1:05,MIN,17,16,Sun,L,W,13,14,-1,1,,-2.5,not covered,50,under
MIA,2013,2013-11-11,11,11,8:40,TAM,10,9,Mon,L,W,19,22,-3,3,,-2.5,not covered,39.5,over
PIT,2013,2013-10-27,10,27,4:05,OAK,8,7,Sun,L,W,18,21,-3,3,,-2.5,not covered,40,under
CAR,2013,2013-10-06,10,6,4:05,ARI,5,4,Sun,L,W,6,22,-16,16,,-3,not covered,41.5,under
CIN,2013,2013-10-31,10,31,8:29,MIA,9,9,Thu,L,W,20,22,-2,2,OT,-3,not covered,42,push
IND,2013,2013-11-14,11,14,8:29,TEN,11,10,Thu,W,L,30,27,3,-3,,-3,push,42,over
ARI,2013,2013-12-15,12,15,4:27,TEN,15,14,Sun,W,L,37,34,3,-3,OT,-3,push,43,over
DET,2013,2013-11-17,11,17,1:02,PIT,11,10,Sun,L,W,27,37,-10,10,,-3,not covered,45,over
GNB,2013,2013-09-22,9,22,1:03,CIN,3,3,Sun,L,W,30,34,-4,4,,-3,not covered,49.5,over
GNB,2013,2013-12-29,12,29,4:25,CHI,17,16,Sun,W,L,33,28,5,-5,,-3,covered,51,over
KAN,2013,2013-10-06,10,6,1:03,TEN,5,5,Sun,W,L,26,17,9,-9,,-3,covered,38,over
KAN,2013,2013-12-08,12,8,1:03,WAS,14,13,Sun,W,L,45,10,35,-35,,-3,covered,44,over
NWE,2013,2013-10-20,10,20,1:03,NYJ,7,7,Sun,L,W,27,30,-3,3,OT,-3,not covered,43,over
NYG,2013,2013-09-22,9,22,1:03,CAR,3,3,Sun,L,W,0,38,-38,38,,-3,not covered,46.5,under
TEN,2013,2013-11-03,11,3,1:00,STL,9,8,Sun,W,L,28,21,7,-7,,-3,covered,41,over
PHI,2013,2013-10-13,10,13,1:03,TAM,6,6,Sun,W,L,31,20,11,-11,,-3,covered,44.5,over
PIT,2013,2013-09-29,9,29,1:07,MIN,4,4,Sun,L,W,27,34,-7,7,,-3,not covered,41.5,over
SDG,2013,2013-11-17,11,17,4:05,MIA,11,10,Sun,L,W,16,20,-4,4,,-3,not covered,44.5,under
SEA,2013,2013-10-06,10,6,1:03,IND,5,5,Sun,L,W,28,34,-6,6,,-3,not covered,43.5,over
SEA,2013,2013-11-10,11,10,1:03,ATL,10,10,Sun,W,L,33,10,23,-23,,-3,covered,47,under
SFO,2013,2013-10-20,10,20,4:06,TEN,7,7,Sun,W,L,31,17,14,-14,,-3,covered,41,over
CAR,2013,2013-09-15,9,15,1:02,BUF,2,2,Sun,L,W,23,24,-1,1,,-3.5,not covered,43.5,over
HOU,2013,2013-12-05,12,5,8:29,JAX,14,13,Thu,L,W,20,27,-7,7,,-3.5,not covered,43.5,over
SEA,2013,2013-09-08,9,8,1:04,CAR,1,1,Sun,W,L,12,7,5,-5,,-3.5,covered,44.5,under
BUF,2013,2013-12-15,12,15,1:02,JAX,15,14,Sun,W,L,27,20,7,-7,,-4,covered,43,over
CAR,2013,2013-11-24,11,24,1:03,MIA,12,11,Sun,W,L,20,16,4,-4,,-4,push,40,under
DEN,2013,2013-09-15,9,15,4:25,NYG,2,2,Sun,W,L,41,23,18,-18,,-4,covered,52.5,over
NOR,2013,2013-09-15,9,15,4:05,TAM,2,2,Sun,W,L,16,14,2,-2,,-4,not covered,48.5,under
TEN,2013,2013-12-22,12,22,1:02,JAX,16,15,Sun,W,L,20,16,4,-4,,-4,push,44,under
BAL,2013,2013-09-29,9,29,1:02,BUF,4,4,Sun,L,W,20,23,-3,3,,-4,not covered,45,under
SFO,2013,2013-09-26,9,26,8:25,STL,4,4,Thu,W,L,35,11,24,-24,,-4,covered,42.5,over
WAS,2013,2013-09-29,9,29,4:25,OAK,4,4,Sun,W,L,24,14,10,-10,,-4,covered,45.5,under
CIN,2013,2013-09-29,9,29,1:06,CLE,4,4,Sun,L,W,6,17,-11,11,,-4.5,not covered,42.5,under
KAN,2013,2013-09-08,9,8,1:03,JAX,1,1,Sun,W,L,28,2,26,-26,,-4.5,covered,42.5,under
KAN,2013,2013-11-03,11,3,1:02,BUF,9,9,Sun,W,L,23,13,10,-10,,-4.5,covered,40.5,under
SEA,2013,2013-10-17,10,17,8:25,ARI,7,7,Thu,W,L,34,22,12,-12,,-4.5,covered,41,over
SFO,2013,2013-12-15,12,15,1:02,TAM,15,14,Sun,W,L,33,14,19,-19,,-4.5,covered,41,over
SDG,2013,2013-10-06,10,6,11:35,OAK,5,5,Sun,L,W,17,27,-10,10,,-5,not covered,46,under
ARI,2013,2013-09-29,9,29,1:03,TAM,4,4,Sun,W,L,13,10,3,-3,,2.5,covered,40,under
DAL,2013,2013-10-20,10,20,1:02,PHI,7,7,Sun,W,L,17,3,14,-14,,2.5,covered,55,under
DAL,2013,2013-11-24,11,24,4:25,NYG,12,11,Sun,W,L,24,21,3,-3,,2.5,covered,44.5,over
MIA,2013,2013-09-08,9,8,1:02,CLE,1,1,Sun,W,L,23,10,13,-13,,2.5,covered,40.5,under
NOR,2013,2013-10-13,10,13,4:25,NWE,6,6,Sun,L,W,27,30,-3,3,,2.5,not covered,51,over
NWE,2013,2013-12-15,12,15,1:02,MIA,15,14,Sun,L,W,20,24,-4,4,,2.5,not covered,46.5,under
BAL,2013,2013-10-06,10,6,1:02,MIA,5,5,Sun,W,L,26,23,3,-3,,2.5,covered,42.5,over
BAL,2013,2013-10-20,10,20,4:25,PIT,7,7,Sun,L,W,16,19,-3,3,,2.5,not covered,41,under
SFO,2013,2013-09-15,9,15,8:31,SEA,2,2,Sun,L,W,3,29,-26,26,,2.5,not covered,43.5,under
ATL,2013,2013-11-17,11,17,1:03,TAM,11,10,Sun,L,W,28,41,-13,13,,2,not covered,43.5,over
CIN,2013,2013-11-10,11,10,1:02,BAL,10,10,Sun,L,W,17,20,-3,3,OT,2,not covered,44,under
DET,2013,2013-12-08,12,8,1:02,PHI,14,13,Sun,L,W,20,34,-14,14,,2,not covered,51,over
MIA,2013,2013-12-01,12,1,1:02,NYJ,13,12,Sun,W,L,23,3,20,-20,,2,covered,39.5,under
PIT,2013,2013-11-24,11,24,1:03,CLE,12,11,Sun,W,L,27,11,16,-16,,2,covered,40,under
PIT,2013,2013-12-22,12,22,4:25,GNB,16,15,Sun,W,L,38,31,7,-7,,2,covered,43.5,over
SEA,2013,2013-12-08,12,8,4:26,SFO,14,13,Sun,L,W,17,19,-2,2,,2,push,41,under
CHI,2013,2013-11-24,11,24,1:00,STL,12,11,Sun,L,W,21,42,-21,21,,1.5,not covered,46,over
CIN,2013,2013-10-20,10,20,1:02,DET,7,7,Sun,W,L,27,24,3,-3,,1.5,covered,45.5,over
CLE,2013,2013-12-22,12,22,1:02,NYJ,16,15,Sun,L,W,13,24,-11,11,,1.5,not covered,41.5,under
DAL,2013,2013-12-09,12,9,8:40,CHI,14,13,Mon,L,W,28,45,-17,17,,1.5,not covered,49,over
NWE,2013,2013-12-22,12,22,4:25,BAL,16,15,Sun,W,L,41,7,34,-34,,1.5,covered,45.5,over
PHI,2013,2013-10-06,10,6,1:02,NYG,5,5,Sun,W,L,36,21,15,-15,,1.5,covered,53.5,over
CHI,2013,2013-12-01,12,1,1:05,MIN,13,12,Sun,L,W,20,23,-3,3,OT,1,not covered,48.5,under
CHI,2013,2013-12-15,12,15,1:03,CLE,15,14,Sun,W,L,38,31,7,-7,,1,covered,43.5,over
NYG,2013,2013-12-01,12,1,8:31,WAS,13,12,Sun,W,L,24,17,7,-7,,1,covered,45.5,under
PHI,2013,2013-11-03,11,3,4:05,OAK,9,9,Sun,W,L,49,20,29,-29,,1,covered,45.5,over
IND,2013,2013-10-14,10,14,8:40,SDG,6,6,Mon,L,W,9,19,-10,10,,0,not covered,50.5,under
SDG,2013,2013-11-03,11,3,1:03,WAS,9,8,Sun,L,W,24,30,-6,6,OT,0,not covered,49.5,over
CHI,2013,2013-10-20,10,20,1:05,WAS,7,7,Sun,L,W,41,45,-4,4,,-1,not covered,47.5,over
IND,2013,2013-11-03,11,3,8:30,HOU,9,8,Sun,W,L,27,24,3,-3,,-1,covered,42.5,over
DET,2013,2013-09-22,9,22,1:03,WAS,3,3,Sun,W,L,27,20,7,-7,,-1,covered,48.5,under
HOU,2013,2013-09-22,9,22,1:03,BAL,3,3,Sun,L,W,9,30,-21,21,,-1,not covered,44.5,under
NWE,2013,2013-10-06,10,6,1:02,CIN,5,5,Sun,L,W,6,13,-7,7,,-1,not covered,45.5,under
PHI,2013,2013-11-10,11,10,1:02,GNB,10,10,Sun,W,L,27,13,14,-14,,-1,covered,47,under
BAL,2013,2013-11-03,11,3,4:25,CLE,9,8,Sun,L,W,18,24,-6,6,,-1,not covered,41.5,over
WAS,2013,2013-11-07,11,7,8:35,MIN,10,9,Thu,L,W,27,34,-7,7,,-1,not covered,48,over
CIN,2013,2013-12-01,12,1,4:25,SDG,13,12,Sun,W,L,17,10,7,-7,,-1.5,covered,48.5,under
CIN,2013,2013-12-15,12,15,8:30,PIT,15,14,Sun,L,W,20,30,-10,10,,-1.5,not covered,44.5,over
DAL,2013,2013-09-29,9,29,4:25,SDG,4,4,Sun,L,W,21,30,-9,9,,-1.5,not covered,47,over
DET,2013,2013-11-10,11,10,1:03,CHI,10,9,Sun,W,L,21,19,2,-2,,-1.5,covered,52,under
MIA,2013,2013-12-22,12,22,1:02,BUF,16,15,Sun,L,W,0,19,-19,19,,-1.5,not covered,42,under
NOR,2013,2013-10-06,10,6,1:02,CHI,5,5,Sun,W,L,26,18,8,-8,,-1.5,covered,50.5,under
PIT,2013,2013-10-13,10,13,1:03,NYJ,6,5,Sun,W,L,19,6,13,-13,,-1.5,covered,40.5,under
DET,2013,2013-09-15,9,15,4:05,ARI,2,2,Sun,L,W,21,25,-4,4,,-2,not covered,47.5,under
GNB,2013,2013-10-13,10,13,1:02,BAL,6,5,Sun,W,L,19,17,2,-2,,-2,push,48.5,under
JAX,2013,2013-11-24,11,24,1:02,HOU,12,11,Sun,W,L,13,6,7,-7,,-2,covered,44,under
NYJ,2013,2013-11-17,11,17,1:02,BUF,11,10,Sun,L,W,14,37,-23,23,,-2,not covered,39.5,over
TEN,2013,2013-11-24,11,24,4:05,OAK,12,11,Sun,W,L,23,19,4,-4,,-2,covered,42,push
SEA,2013,2013-09-29,9,29,1:03,HOU,4,4,Sun,W,L,23,20,3,-3,OT,-2,covered,41,over
CHI,2013,2013-09-22,9,22,8:30,PIT,3,3,Sun,W,L,40,23,17,-17,,-2.5,covered,40.5,over
DAL,2013,2013-12-22,12,22,1:03,WAS,16,15,Sun,W,L,24,23,1,-1,,-2.5,not covered,51,under
DEN,2013,2013-11-24,11,24,8:30,NWE,12,11,Sun,L,W,31,34,-3,3,OT,-2.5,not covered,54,over
MIA,2013,2013-10-27,10,27,1:02,NWE,8,7,Sun,L,W,17,27,-10,10,,5.5,not covered,46.5,under
MIN,2013,2013-11-24,11,24,1:02,GNB,12,11,Sun,T,W,26,26,0,0,OT,5.5,covered,44.5,over
NYG,2013,2013-10-27,10,27,1:02,PHI,8,8,Sun,W,L,15,7,8,-8,,5.5,covered,49,under
PIT,2013,2013-11-03,11,3,4:25,NWE,9,8,Sun,L,W,31,55,-24,24,,5.5,not covered,42.5,over
STL,2013,2013-09-15,9,15,1:03,ATL,2,2,Sun,L,W,24,31,-7,7,,5.5,not covered,47.5,over
BAL,2013,2013-12-16,12,16,8:40,DET,15,14,Mon,W,L,18,16,2,-2,,5.5,covered,49,under
WAS,2013,2013-10-13,10,13,8:31,DAL,6,5,Sun,L,W,16,31,-15,15,,5.5,not covered,52,under
WAS,2013,2013-12-15,12,15,1:03,ATL,15,14,Sun,L,W,26,27,-1,1,,5.5,covered,50,over
GNB,2013,2013-09-08,9,8,4:26,SFO,1,1,Sun,L,W,28,34,-6,6,,5,not covered,48,over
JAX,2013,2013-09-15,9,15,4:25,OAK,2,2,Sun,L,W,9,19,-10,10,,5,not covered,40.5,under
NOR,2013,2013-12-02,12,2,8:41,SEA,13,12,Mon,L,W,7,34,-27,27,,5,not covered,48.5,under
ATL,2013,2013-12-01,12,1,4:05,BUF,13,12,Sun,W,L,34,31,3,-3,OT,4.5,covered,48,over
CLE,2013,2013-11-17,11,17,1:02,CIN,11,10,Sun,L,W,20,41,-21,21,,4.5,not covered,40,over
HOU,2013,2013-10-06,10,6,8:31,SFO,5,5,Sun,L,W,3,34,-31,31,,4.5,not covered,43,under
MIN,2013,2013-09-08,9,8,1:02,DET,1,1,Sun,L,W,24,34,-10,10,,4.5,not covered,46,over
NYG,2013,2013-09-29,9,29,1:02,KAN,4,4,Sun,L,W,7,31,-24,24,,4.5,not covered,43.5,under
NYJ,2013,2013-10-27,10,27,4:06,CIN,8,8,Sun,L,W,9,49,-40,40,,4.5,not covered,40.5,over
PHI,2013,2013-09-09,9,9,7:10,WAS,1,1,Mon,W,L,33,27,6,-6,,4.5,covered,52,over
STL,2013,2013-12-08,12,8,4:25,ARI,14,13,Sun,L,W,10,30,-20,20,,4.5,not covered,41,under
BUF,2013,2013-10-03,10,3,8:29,CLE,5,5,Thu,L,W,24,37,-13,13,,4,not covered,40.5,over
GNB,2013,2013-12-15,12,15,4:25,DAL,15,14,Sun,W,L,37,36,1,-1,,4,covered,50,over
NYG,2013,2013-12-08,12,8,4:25,SDG,14,13,Sun,L,W,14,37,-23,23,,4,not covered,47,over
WAS,2013,2013-11-17,11,17,1:02,PHI,11,10,Sun,L,W,16,24,-8,8,,4,not covered,54.5,under
ATL,2013,2013-09-08,9,8,1:03,NOR,1,1,Sun,L,W,17,23,-6,6,,3.5,not covered,54.5,under
ATL,2013,2013-12-08,12,8,1:02,GNB,14,13,Sun,L,W,21,22,-1,1,,3.5,covered,47,under
ARI,2013,2013-09-08,9,8,4:23,STL,1,1,Sun,L,W,24,27,-3,3,,3.5,covered,41.5,over
ARI,2013,2013-12-01,12,1,1:02,PHI,13,12,Sun,L,W,21,24,-3,3,,3.5,covered,48,under
HOU,2013,2013-11-10,11,10,4:25,ARI,10,9,Sun,L,W,24,27,-3,3,,3.5,covered,41.5,over
KAN,2013,2013-09-19,9,19,8:29,PHI,3,3,Thu,W,L,26,16,10,-10,,3.5,covered,50,under
MIN,2013,2013-10-21,10,21,8:40,NYG,7,6,Mon,L,W,7,23,-16,16,,3.5,not covered,47.5,under
NYG,2013,2013-09-08,9,8,8:30,DAL,1,1,Sun,L,W,31,36,-5,5,,3.5,not covered,49.5,over
NYJ,2013,2013-09-29,9,29,4:05,TEN,4,4,Sun,L,W,13,38,-25,25,,3.5,not covered,40.5,over
NYJ,2013,2013-11-24,11,24,1:02,BAL,12,11,Sun,L,W,3,19,-16,16,,3.5,not covered,38,under
TEN,2013,2013-12-01,12,1,1:02,IND,13,12,Sun,L,W,14,22,-8,8,,3.5,not covered,46,under
STL,2013,2013-09-22,9,22,1:02,DAL,3,3,Sun,L,W,7,31,-24,24,,3.5,not covered,47.5,under
BAL,2013,2013-11-17,11,17,1:02,CHI,11,10,Sun,L,W,20,23,-3,3,OT,3.5,covered,40.5,over
SFO,2013,2013-11-17,11,17,4:25,NOR,11,10,Sun,L,W,20,23,-3,3,,3.5,covered,50,under
TAM,2013,2013-12-22,12,22,1:00,STL,16,15,Sun,L,W,13,23,-10,10,,3.5,not covered,43,under
WAS,2013,2013-12-29,12,29,1:04,NYG,17,16,Sun,L,W,6,20,-14,14,,3.5,not covered,44,under
ATL,2013,2013-10-27,10,27,4:25,ARI,8,7,Sun,L,W,13,27,-14,14,,3,not covered,44.5,under
CAR,2013,2013-12-08,12,8,8:30,NOR,14,13,Sun,L,W,13,31,-18,18,,3,not covered,47,under
CHI,2013,2013-12-22,12,22,8:30,PHI,16,15,Sun,L,W,11,54,-43,43,,3,not covered,53.5,over
CIN,2013,2013-09-08,9,8,1:02,CHI,1,1,Sun,L,W,21,24,-3,3,,3,push,41.5,over
IND,2013,2013-11-24,11,24,4:05,ARI,12,11,Sun,L,W,11,40,-29,29,,3,not covered,44.5,over
DAL,2013,2013-09-15,9,15,1:02,KAN,2,2,Sun,L,W,16,17,-1,1,,3,covered,45,under
DAL,2013,2013-10-27,10,27,1:03,DET,8,8,Sun,L,W,30,31,-1,1,,3,covered,51,over
GNB,2013,2013-11-17,11,17,4:25,NYG,11,10,Sun,L,W,13,27,-14,14,,3,not covered,41,under
MIA,2013,2013-09-15,9,15,1:02,IND,2,2,Sun,W,L,24,20,4,-4,,3,covered,43.5,over
MIA,2013,2013-12-08,12,8,1:02,PIT,14,13,Sun,W,L,34,28,6,-6,,3,covered,40.5,over
NOR,2013,2013-12-22,12,22,1:04,CAR,16,15,Sun,L,W,13,17,-4,4,,3,not covered,44.5,under
NWE,2013,2013-09-29,9,29,8:30,ATL,4,4,Sun,W,L,30,23,7,-7,,3,covered,49,over
NWE,2013,2013-11-18,11,18,8:42,CAR,11,10,Mon,L,W,20,24,-4,4,,3,not covered,46.5,under
PIT,2013,2013-11-28,11,28,8:31,BAL,13,12,Thu,L,W,20,22,-2,2,,3,covered,39.5,over
OAK,2013,2013-12-08,12,8,1:02,NYJ,14,13,Sun,L,W,27,37,-10,10,,3,not covered,39,over
SDG,2013,2013-09-22,9,22,1:03,TEN,3,3,Sun,L,W,17,20,-3,3,,3,push,43,under
SDG,2013,2013-11-24,11,24,1:03,KAN,12,11,Sun,W,L,41,38,3,-3,,3,covered,43,over
SFO,2013,2013-12-29,12,29,4:25,ARI,17,16,Sun,W,L,23,20,3,-3,,3,covered,41,over
ATL,2013,2013-09-22,9,22,4:05,MIA,3,3,Sun,L,W,23,27,-4,4,,2.5,not covered,45.5,over
BUF,2013,2013-09-22,9,22,4:25,NYJ,3,3,Sun,L,W,20,27,-7,7,,2.5,not covered,41,over
BUF,2013,2013-11-10,11,10,1:02,PIT,10,10,Sun,L,W,10,23,-13,13,,2.5,not covered,42.5,under
BUF,2013,2013-12-08,12,8,1:02,TAM,14,13,Sun,L,W,6,27,-21,21,,2.5,not covered,42.5,under
CAR,2013,2013-10-13,10,13,1:05,MIN,6,5,Sun,W,L,35,10,25,-25,,2.5,covered,44.5,over
CHI,2013,2013-09-29,9,29,1:03,DET,4,4,Sun,L,W,32,40,-8,8,,2.5,not covered,48,over
JAX,2013,2013-10-13,10,13,4:05,DEN,6,6,Sun,L,W,19,35,-16,16,,26.5,covered,53,over
JAX,2013,2013-09-22,9,22,4:26,SEA,3,3,Sun,L,W,17,45,-28,28,,20,not covered,39,over
OAK,2013,2013-09-23,9,23,8:40,DEN,3,3,Mon,L,W,21,37,-16,16,,16.5,covered,48.5,over
ATL,2013,2013-12-23,12,23,8:40,SFO,16,15,Mon,L,W,24,34,-10,10,,14.5,covered,46,over
KAN,2013,2013-12-29,12,29,4:26,SDG,17,16,Sun,L,W,24,27,-3,3,OT,14.5,covered,45,over
TAM,2013,2013-11-03,11,3,4:05,SEA,9,8,Sun,L,W,24,27,-3,3,OT,14.5,covered,40,over
TEN,2013,2013-12-08,12,8,4:05,DEN,14,13,Sun,L,W,28,51,-23,23,,13.5,not covered,49.5,over
MIN,2013,2013-11-17,11,17,4:26,SEA,11,10,Sun,L,W,20,41,-21,21,,13,not covered,45,over
STL,2013,2013-12-29,12,29,4:26,SEA,17,16,Sun,L,W,9,27,-18,18,,12.5,not covered,41,under
JAX,2013,2013-11-10,11,10,1:02,TEN,10,9,Sun,W,L,29,27,2,-2,,11.5,covered,42,over
JAX,2013,2013-12-29,12,29,1:02,IND,17,16,Sun,L,W,10,30,-20,20,,11.5,not covered,45,under
NYJ,2013,2013-09-12,9,12,8:29,NWE,2,2,Thu,L,W,10,13,-3,3,,11.5,covered,43,under
TEN,2013,2013-10-13,10,13,4:06,SEA,6,6,Sun,L,W,13,20,-7,7,,11.5,covered,42,under
PHI,2013,2013-09-29,9,29,4:25,DEN,4,4,Sun,L,W,20,52,-32,32,,11.5,not covered,57.5,over
OAK,2013,2013-09-08,9,8,1:02,IND,1,1,Sun,L,W,17,21,-4,4,,11.5,covered,45,under
JAX,2013,2013-10-06,10,6,1:00,STL,5,5,Sun,L,W,20,34,-14,14,,11,not covered,40.5,over
WAS,2013,2013-10-27,10,27,4:25,DEN,8,7,Sun,L,W,21,45,-24,24,,11,not covered,58.5,over
BUF,2013,2013-10-27,10,27,1:02,NOR,8,8,Sun,L,W,17,35,-18,18,,10.5,not covered,48.5,over
ARI,2013,2013-10-13,10,13,4:25,SFO,6,6,Sun,L,W,20,32,-12,12,,10.5,not covered,40.5,over
NYJ,2013,2013-10-07,10,7,8:40,ATL,5,5,Mon,W,L,30,28,2,-2,,10.5,covered,45,over
OAK,2013,2013-11-17,11,17,1:03,HOU,11,10,Sun,W,L,28,23,5,-5,,10.5,covered,41,over
TAM,2013,2013-12-29,12,29,4:25,NOR,17,16,Sun,L,W,17,42,-25,25,,10.5,not covered,47,over
IND,2013,2013-09-22,9,22,4:25,SFO,3,3,Sun,W,L,27,7,20,-20,,10,covered,45.5,under
NYJ,2013,2013-12-15,12,15,4:05,CAR,15,14,Sun,L,W,20,30,-10,10,,10,push,41,over
CHI,2013,2013-11-04,11,4,8:40,GNB,9,8,Mon,W,L,27,20,7,-7,,9.5,covered,50.5,under
CLE,2013,2013-10-20,10,20,4:25,GNB,7,7,Sun,L,W,13,31,-18,18,,9.5,not covered,45,under
CLE,2013,2013-12-08,12,8,1:02,NWE,14,13,Sun,L,W,26,27,-1,1,,9.5,covered,47.5,over
CLE,2013,2013-12-29,12,29,1:02,PIT,17,16,Sun,L,W,7,20,-13,13,,9.5,not covered,44.5,under
DET,2013,2013-10-06,10,6,1:02,GNB,5,5,Sun,L,W,9,22,-13,13,,9.5,not covered,53,under
SDG,2013,2013-12-12,12,12,8:29,DEN,15,14,Thu,W,L,27,20,7,-7,,9.5,covered,56.5,under
ARI,2013,2013-12-22,12,22,4:06,SEA,16,15,Sun,W,L,17,10,7,-7,,9,covered,42.5,under
NYG,2013,2013-12-22,12,22,4:05,DET,16,15,Sun,W,L,23,20,3,-3,OT,9,covered,47,under
TEN,2013,2013-09-15,9,15,1:03,HOU,2,2,Sun,L,W,24,30,-6,6,OT,9,covered,42.5,over
OAK,2013,2013-12-22,12,22,4:25,SDG,16,15,Sun,L,W,13,26,-13,13,,9,not covered,50,under
STL,2013,2013-10-13,10,13,1:03,HOU,6,6,Sun,W,L,38,13,25,-25,,9,covered,43,over
MIN,2013,2013-11-03,11,3,1:03,DAL,9,8,Sun,L,W,23,27,-4,4,,8.5,covered,51,under
NYG,2013,2013-10-10,10,10,8:29,CHI,6,6,Thu,L,W,21,27,-6,6,,8.5,covered,46.5,over
ATL,2013,2013-11-03,11,3,1:03,CAR,9,8,Sun,L,W,10,34,-24,24,,8,not covered,46.5,under
OAK,2013,2013-11-28,11,28,4:31,DAL,13,12,Thu,L,W,24,31,-7,7,,8,covered,49.5,over
WAS,2013,2013-09-15,9,15,1:02,GNB,2,2,Sun,L,W,20,38,-18,18,,8,not covered,48.5,over
ARI,2013,2013-09-22,9,22,1:03,NOR,3,3,Sun,L,W,7,31,-24,24,,7.5,not covered,48.5,under
JAX,2013,2013-12-01,12,1,1:02,CLE,13,12,Sun,W,L,32,28,4,-4,,7.5,covered,39.5,over
KAN,2013,2013-11-17,11,17,8:30,DEN,11,10,Sun,L,W,17,27,-10,10,,7.5,not covered,49,under
MIA,2013,2013-09-30,9,30,8:40,NOR,4,4,Mon,L,W,17,38,-21,21,,7.5,not covered,48.5,over
MIN,2013,2013-12-22,12,22,1:02,CIN,16,15,Sun,L,W,14,42,-28,28,,7.5,not covered,48,over
OAK,2013,2013-10-13,10,13,1:02,KAN,6,6,Sun,L,W,7,24,-17,17,,7.5,not covered,41,under
STL,2013,2013-12-01,12,1,4:05,SFO,13,12,Sun,L,W,13,23,-10,10,,7.5,not covered,40.5,under
BAL,2013,2013-09-05,9,5,9:13,DEN,1,1,Thu,L,W,27,49,-22,22,,7.5,not covered,48,over
SDG,2013,2013-09-15,9,15,1:02,PHI,2,2,Sun,W,L,33,30,3,-3,,7.5,covered,51,over
TAM,2013,2013-09-22,9,22,1:02,NWE,3,3,Sun,L,W,3,23,-20,20,,7.5,not covered,44.5,under
