Team1,symbol,Team2,Year,Date,MonthNo,DayNum,Time,Week,Game,Weekday,Team1WL,Team1Pts,Team2Pts,Margin,OT,Spread,vsLine,OU,OU Result
CIN,@,NOR,2014,2014-11-16,11,16,1:02,11,10,Sun,W,27,10,17,,7,covered,51,under
CLE,@,PIT,2014,2014-09-07,9,7,1:02,1,1,Sun,L,27,30,-3,,7,covered,41.5,over
ARI,@,SEA,2014,2014-11-23,11,23,4:06,12,11,Sun,L,3,19,-16,,7,not covered,41.5,under
DET,@,NWE,2014,2014-11-23,11,23,1:02,12,11,Sun,L,9,34,-25,,7,not covered,47.5,under
DET,@,GNB,2014,2014-12-28,12,28,4:25,17,16,Sun,L,20,30,-10,,7,not covered,46.5,over
MIA,@,DEN,2014,2014-11-23,11,23,4:25,12,11,Sun,L,36,39,-3,,7,covered,47.5,over
TEN,@,HOU,2014,2014-11-30,11,30,1:02,13,12,Sun,L,21,45,-24,,7,not covered,43,over
STL,@,KAN,2014,2014-10-26,10,26,1:04,8,7,Sun,L,7,34,-27,,7,not covered,44,under
STL,@,ARI,2014,2014-11-09,11,9,4:25,10,9,Sun,L,14,31,-17,,7,not covered,43,over
TAM,@,CLE,2014,2014-11-02,11,2,1:02,9,8,Sun,L,17,22,-5,,7,covered,44,under
ATL,@,BAL,2014,2014-10-19,10,19,1:02,7,7,Sun,L,7,29,-22,,6.5,not covered,49.5,under
BUF,@,DET,2014,2014-10-05,10,5,1:03,5,5,Sun,W,17,14,3,,6.5,covered,43,under
BUF,@,NWE,2014,2014-12-28,12,28,1:02,17,16,Sun,W,17,9,8,,6.5,covered,44,under
CAR,@,GNB,2014,2014-10-19,10,19,1:02,7,7,Sun,L,17,38,-21,,6.5,not covered,49,over
CLE,@,CIN,2014,2014-11-06,11,6,8:29,10,9,Thu,W,24,3,21,,6.5,covered,46,under
ARI,@,SFO,2014,2014-12-28,12,28,4:25,17,16,Sun,L,17,20,-3,,6.5,covered,37.5,under
HOU,@,DAL,2014,2014-10-05,10,5,1:03,5,5,Sun,L,17,20,-3,OT,6.5,covered,47,under
HOU,@,IND,2014,2014-12-14,12,14,1:02,15,14,Sun,L,10,17,-7,,6.5,not covered,49,under
MIN,@,BUF,2014,2014-10-19,10,19,1:02,7,7,Sun,L,16,17,-1,,6.5,covered,43.5,under
NYG,@,STL,2014,2014-12-21,12,21,4:05,16,15,Sun,W,37,27,10,,6.5,covered,43.5,over
NYJ,@,SDG,2014,2014-10-05,10,5,4:25,5,5,Sun,L,0,31,-31,,6.5,not covered,43.5,under
NYJ,@,MIA,2014,2014-12-28,12,28,1:02,17,16,Sun,W,37,24,13,,6.5,covered,41,over
TEN,@,CIN,2014,2014-09-21,9,21,1:02,3,3,Sun,L,7,33,-26,,6.5,not covered,42.5,under
OAK,@,CLE,2014,2014-10-26,10,26,4:25,8,7,Sun,L,13,23,-10,,6.5,not covered,44.5,under
STL,@,PHI,2014,2014-10-05,10,5,1:02,5,4,Sun,L,28,34,-6,,6.5,covered,47.5,over
SDG,@,BAL,2014,2014-11-30,11,30,1:02,13,12,Sun,W,34,33,1,,6.5,covered,45.5,over
SFO,@,DEN,2014,2014-10-19,10,19,8:30,7,7,Sun,L,17,42,-25,,6.5,not covered,48.5,over
WAS,@,NYG,2014,2014-12-14,12,14,1:02,15,14,Sun,L,13,24,-11,,6.5,not covered,47,under
ATL,@,CIN,2014,2014-09-14,9,14,1:05,2,2,Sun,L,10,24,-14,,6,not covered,49,under
ATL,@,NOR,2014,2014-12-21,12,21,1:03,16,15,Sun,W,30,14,16,,6,covered,56.5,under
CHI,@,NWE,2014,2014-10-26,10,26,1:02,8,8,Sun,L,23,51,-28,,6,not covered,52,over
CLE,@,CAR,2014,2014-12-21,12,21,1:04,16,15,Sun,L,13,17,-4,,6,covered,40,under
JAX,@,WAS,2014,2014-09-14,9,14,1:05,2,2,Sun,L,10,41,-31,,6,not covered,42.5,over
TEN,@,WAS,2014,2014-10-19,10,19,1:02,7,7,Sun,L,17,19,-2,,6,covered,46.5,under
OAK,@,STL,2014,2014-11-30,11,30,1:00,13,12,Sun,L,0,52,-52,,6,not covered,43,over
TAM,@,ATL,2014,2014-09-18,9,18,8:26,3,3,Thu,L,14,56,-42,,6,not covered,46,over
WAS,@,PHI,2014,2014-09-21,9,21,1:02,3,3,Sun,L,34,37,-3,,6,covered,50.5,over
NYG,@,DET,2014,2014-09-08,9,8,7:11,1,1,Mon,L,14,35,-21,,5.5,not covered,47,over
NYG,@,DAL,2014,2014-10-19,10,19,4:25,7,7,Sun,L,21,31,-10,,5.5,not covered,47,over
PHI,@,GNB,2014,2014-11-16,11,16,4:25,11,10,Sun,L,20,53,-33,,5.5,not covered,55,over
OAK,@,NYJ,2014,2014-09-07,9,7,1:02,1,1,Sun,L,14,19,-5,,5.5,covered,40,under
STL,@,TAM,2014,2014-09-14,9,14,4:05,2,2,Sun,W,19,17,2,,5.5,covered,38,under
SFO,@,NOR,2014,2014-11-09,11,9,1:03,10,9,Sun,W,27,24,3,OT,5.5,covered,49,over
WAS,@,ARI,2014,2014-10-12,10,12,4:25,6,6,Sun,L,20,30,-10,,5.5,not covered,47,over
BUF,@,MIA,2014,2014-11-13,11,13,8:26,11,10,Thu,L,9,22,-13,,5,not covered,42,under
KAN,@,SFO,2014,2014-10-05,10,5,4:25,5,5,Sun,L,17,22,-5,,5,push,44,under
PHI,@,SFO,2014,2014-09-28,9,28,4:25,4,4,Sun,L,21,26,-5,,5,push,50,under
STL,@,SDG,2014,2014-11-23,11,23,4:05,12,11,Sun,L,24,27,-3,,5,covered,43.5,over
ARI,@,STL,2014,2014-12-11,12,11,8:25,15,14,Thu,W,12,6,6,,4.5,covered,40.5,under
DEN,@,SEA,2014,2014-09-21,9,21,4:25,3,3,Sun,L,20,26,-6,OT,4.5,not covered,48.5,under
MIN,@,MIA,2014,2014-12-21,12,21,1:03,16,15,Sun,L,35,37,-2,,4.5,covered,42.5,over
NYJ,@,MIN,2014,2014-12-07,12,7,1:02,14,13,Sun,L,24,30,-6,OT,4.5,not covered,40,over
TEN,@,JAX,2014,2014-12-18,12,18,8:26,16,15,Thu,L,13,21,-8,,4.5,not covered,39,under
TAM,@,CHI,2014,2014-11-23,11,23,1:02,12,11,Sun,L,13,21,-8,,4.5,not covered,46.5,under
ATL,@,NYG,2014,2014-10-05,10,5,1:03,5,5,Sun,L,20,30,-10,,4,not covered,50,push
JAX,@,TEN,2014,2014-10-12,10,12,1:02,6,6,Sun,L,14,16,-2,,4,covered,42.5,under
CHI,@,ATL,2014,2014-10-12,10,12,4:25,6,6,Sun,W,27,13,14,,3.5,covered,55.5,under
CIN,@,IND,2014,2014-10-19,10,19,1:02,7,6,Sun,L,0,27,-27,,3.5,not covered,50.5,under
CIN,@,PIT,2014,2014-12-28,12,28,8:30,17,16,Sun,L,17,27,-10,,3.5,not covered,48,under
DAL,@,TEN,2014,2014-09-14,9,14,1:03,2,2,Sun,W,26,10,16,,3.5,covered,49.5,under
HOU,@,CLE,2014,2014-11-16,11,16,1:03,11,10,Sun,W,23,7,16,,3.5,covered,41,under
KAN,@,MIA,2014,2014-09-21,9,21,4:25,3,3,Sun,W,34,15,19,,3.5,covered,42.5,over
MIN,@,STL,2014,2014-09-07,9,7,1:00,1,1,Sun,W,34,6,28,,3.5,covered,43.5,under
NOR,@,PIT,2014,2014-11-30,11,30,1:02,13,12,Sun,W,35,32,3,,3.5,covered,54.5,over
NYG,@,WAS,2014,2014-09-25,9,25,8:26,4,4,Thu,W,45,14,31,,3.5,covered,46,over
TEN,@,KAN,2014,2014-09-07,9,7,1:02,1,1,Sun,W,26,10,16,,3.5,covered,43,under
PHI,@,DAL,2014,2014-11-27,11,27,4:36,13,12,Thu,W,33,10,23,,3.5,covered,57,under
BUF,@,HOU,2014,2014-09-28,9,28,1:02,4,4,Sun,L,17,23,-6,,3,not covered,42.5,under
BUF,@,NYJ,2014,2014-10-26,10,26,1:02,8,8,Sun,W,43,23,20,,3,covered,40.5,over
CAR,@,BAL,2014,2014-09-28,9,28,1:02,4,4,Sun,L,10,38,-28,,3,not covered,42,over
CAR,@,ATL,2014,2014-12-28,12,28,4:25,17,16,Sun,W,34,3,31,,3,covered,48,under
CLE,@,BUF,2014,2014-11-30,11,30,1:02,13,12,Sun,L,10,26,-16,,3,not covered,42,under
IND,@,DAL,2014,2014-12-21,12,21,4:26,16,15,Sun,L,7,42,-35,,3,not covered,54,under
DAL,@,PHI,2014,2014-12-14,12,14,8:35,15,14,Sun,W,38,27,11,,3,covered,55,over
HOU,@,PIT,2014,2014-10-20,10,20,8:30,7,7,Mon,L,23,30,-7,,3,not covered,44.5,over
KAN,@,SDG,2014,2014-10-19,10,19,4:05,7,6,Sun,W,23,20,3,,3,covered,46,under
MIA,@,CHI,2014,2014-10-19,10,19,1:00,7,6,Sun,W,27,14,13,,3,covered,47.5,under
MIA,@,DET,2014,2014-11-09,11,9,1:02,10,9,Sun,L,16,20,-4,,3,not covered,43,under
NWE,@,IND,2014,2014-11-16,11,16,8:31,11,10,Sun,W,42,20,22,,3,covered,57,over
NWE,@,GNB,2014,2014-11-30,11,30,4:25,13,12,Sun,L,21,26,-5,,3,not covered,58,under
PHI,@,IND,2014,2014-09-15,9,15,8:31,2,2,Mon,W,30,27,3,,3,covered,54,over
PIT,@,CAR,2014,2014-09-21,9,21,8:31,3,3,Sun,W,37,19,18,,3,covered,42,over
PIT,@,CIN,2014,2014-12-07,12,7,1:02,14,13,Sun,W,42,21,21,,3,covered,47.5,over
BAL,@,IND,2014,2014-10-05,10,5,1:03,5,5,Sun,L,13,20,-7,,3,not covered,49,under
BAL,@,NOR,2014,2014-11-24,11,24,8:30,12,11,Mon,W,34,27,7,,3,covered,51,over
BAL,@,MIA,2014,2014-12-07,12,7,1:02,14,13,Sun,W,28,13,15,,3,covered,45,under
SDG,@,ARI,2014,2014-09-08,9,8,9:20,1,1,Mon,L,17,18,-1,,3,covered,45,under
SDG,@,MIA,2014,2014-11-02,11,2,1:02,9,9,Sun,L,0,37,-37,,3,not covered,45,under
TAM,@,CAR,2014,2014-12-14,12,14,1:03,15,14,Sun,L,17,19,-2,,3,covered,41,under
WAS,@,HOU,2014,2014-09-07,9,7,1:03,1,1,Sun,L,6,17,-11,,3,not covered,45,under
CAR,@,TAM,2014,2014-09-07,9,7,4:25,1,1,Sun,W,20,14,6,,2.5,covered,39.5,under
CAR,@,MIN,2014,2014-11-30,11,30,1:02,13,12,Sun,L,13,31,-18,,2.5,not covered,41.5,over
CHI,@,NYJ,2014,2014-09-22,9,22,8:30,3,3,Mon,W,27,19,8,,2.5,covered,44,over
CHI,@,CAR,2014,2014-10-05,10,5,1:03,5,5,Sun,L,24,31,-7,,2.5,not covered,45.5,over
CIN,@,HOU,2014,2014-11-23,11,23,1:02,12,11,Sun,W,22,13,9,,2.5,covered,44.5,under
CLE,@,ATL,2014,2014-11-23,11,23,1:02,12,11,Sun,W,26,24,2,,2.5,covered,48.5,over
DET,@,CAR,2014,2014-09-14,9,14,1:04,2,2,Sun,L,7,24,-17,,2.5,not covered,44,under
GNB,@,DET,2014,2014-09-21,9,21,1:02,3,3,Sun,L,7,19,-12,,2.5,not covered,52.5,under
KAN,@,PIT,2014,2014-12-21,12,21,1:02,16,15,Sun,L,12,20,-8,,2.5,not covered,49.5,under
MIN,@,CHI,2014,2014-11-16,11,16,1:02,11,10,Sun,L,13,21,-8,,2.5,not covered,46.5,under
NYJ,@,BUF,2014,2014-11-24,11,24,7:05,12,11,Mon,L,3,38,-35,,2.5,not covered,42.5,under
PIT,@,BAL,2014,2014-09-11,9,11,8:28,2,2,Thu,L,6,26,-20,,2.5,not covered,44,under
BAL,@,PIT,2014,2014-11-02,11,2,8:30,9,9,Sun,L,23,43,-20,,2.5,not covered,47.5,over
SDG,@,BUF,2014,2014-09-21,9,21,1:02,3,3,Sun,W,22,10,12,,2.5,covered,45.5,under
SDG,@,KAN,2014,2014-12-28,12,28,1:03,17,16,Sun,L,7,19,-12,,2.5,not covered,42.5,under
CIN,@,BAL,2014,2014-09-07,9,7,1:02,1,1,Sun,W,23,16,7,,2,covered,43,under
GNB,@,NOR,2014,2014-10-26,10,26,8:30,8,8,Sun,L,23,44,-21,,2,not covered,55,over
ARI,@,DAL,2014,2014-11-02,11,2,1:04,9,8,Sun,W,28,17,11,,1.5,covered,45,push
DET,@,MIN,2014,2014-10-12,10,12,1:02,6,6,Sun,W,17,3,14,,1.5,covered,43,under
HOU,@,NYG,2014,2014-09-21,9,21,1:02,3,3,Sun,L,17,30,-13,,1.5,not covered,41.5,over
KAN,@,BUF,2014,2014-11-09,11,9,1:02,10,9,Sun,W,17,13,4,,1.5,covered,42,under
MIA,@,BUF,2014,2014-09-14,9,14,1:02,2,2,Sun,L,10,29,-19,,1.5,not covered,42.5,under
MIN,@,TAM,2014,2014-10-26,10,26,1:03,8,8,Sun,W,19,13,6,OT,1.5,covered,43,under
NOR,@,DET,2014,2014-10-19,10,19,1:02,7,6,Sun,L,23,24,-1,,1.5,covered,46.5,over
NYG,@,PHI,2014,2014-10-12,10,12,8:41,6,6,Sun,L,0,27,-27,,1.5,not covered,51,under
PIT,@,CLE,2014,2014-10-12,10,12,1:02,6,6,Sun,L,10,31,-21,,1.5,not covered,46.5,under
SDG,@,SFO,2014,2014-12-20,12,20,8:26,16,15,Sat,W,38,35,3,OT,1.5,covered,40.5,over
SEA,@,SFO,2014,2014-11-27,11,27,8:31,13,12,Thu,W,19,3,16,,1.5,covered,40.5,under
CIN,@,CLE,2014,2014-12-14,12,14,1:02,15,14,Sun,W,30,0,30,,1,covered,44,under
CLE,@,TEN,2014,2014-10-05,10,5,1:02,5,4,Sun,W,29,28,1,,1,covered,44,over
DET,@,ARI,2014,2014-11-16,11,16,4:25,11,10,Sun,L,6,14,-8,,1,not covered,41,under
NWE,@,BUF,2014,2014-10-12,10,12,1:02,6,6,Sun,W,37,22,15,,1,covered,44,over
CIN,@,NWE,2014,2014-10-05,10,5,8:43,5,4,Sun,L,17,43,-26,,0,not covered,46,over
DEN,@,KAN,2014,2014-11-30,11,30,8:32,13,12,Sun,W,29,16,13,,0,covered,49.5,under
PHI,@,NYG,2014,2014-12-28,12,28,1:02,17,16,Sun,W,34,26,8,,0,covered,52,over
SEA,@,KAN,2014,2014-11-16,11,16,1:04,11,10,Sun,L,20,24,-4,,0,not covered,42.5,over
WAS,@,MIN,2014,2014-11-02,11,2,1:03,9,9,Sun,L,26,29,-3,,0,not covered,44,over
PHI,@,ARI,2014,2014-10-26,10,26,4:05,8,7,Sun,L,20,24,-4,,-1,not covered,48.5,under
ATL,@,CAR,2014,2014-11-16,11,16,1:03,11,10,Sun,W,19,17,2,,-1.5,covered,47,under
ARI,@,ATL,2014,2014-11-30,11,30,4:05,13,12,Sun,L,18,29,-11,,-1.5,not covered,45,over
DAL,@,STL,2014,2014-09-21,9,21,1:00,3,3,Sun,W,34,31,3,,-1.5,covered,44,over
DET,@,NYJ,2014,2014-09-28,9,28,1:02,4,4,Sun,W,24,17,7,,-1.5,covered,45,under
GNB,@,CHI,2014,2014-09-28,9,28,1:02,4,4,Sun,W,38,17,21,,-1.5,covered,51.5,over
GNB,@,MIA,2014,2014-10-12,10,12,1:02,6,6,Sun,W,27,24,3,,-1.5,covered,47,over
ARI,@,NYG,2014,2014-09-14,9,14,1:04,2,2,Sun,W,25,14,11,,-2,covered,42.5,under
PHI,@,HOU,2014,2014-11-02,11,2,1:03,9,8,Sun,W,31,21,10,,-2,covered,48.5,over
BAL,@,CLE,2014,2014-09-21,9,21,1:02,3,3,Sun,W,23,21,2,,-2,push,41.5,over
SEA,@,PHI,2014,2014-12-07,12,7,4:25,14,13,Sun,W,24,14,10,,-2,covered,48,under
IND,@,HOU,2014,2014-10-09,10,9,8:26,6,6,Thu,W,33,28,5,,-2.5,covered,46.5,over
KAN,@,ARI,2014,2014-12-07,12,7,4:05,14,13,Sun,L,14,17,-3,,-2.5,not covered,41,under
ATL,@,MIN,2014,2014-09-28,9,28,4:25,4,4,Sun,L,28,41,-13,,-3,not covered,47,over
ATL,@,TAM,2014,2014-11-09,11,9,1:04,10,9,Sun,W,27,17,10,,-3,covered,47,under
IND,@,NYG,2014,2014-11-03,11,3,8:31,9,9,Mon,W,40,24,16,,-3,covered,50,over
IND,@,CLE,2014,2014-12-07,12,7,1:03,14,13,Sun,W,25,24,1,,-3,not covered,50,under
DEN,@,NWE,2014,2014-11-02,11,2,4:25,9,8,Sun,L,21,43,-22,,-3,not covered,52.5,over
HOU,@,OAK,2014,2014-09-14,9,14,4:25,2,2,Sun,W,30,14,16,,-3,covered,40,over
NOR,@,ATL,2014,2014-09-07,9,7,1:03,1,1,Sun,L,34,37,-3,OT,-3,not covered,51.5,over
NOR,@,DAL,2014,2014-09-28,9,28,8:31,4,4,Sun,L,17,38,-21,,-3,not covered,53.5,over
NOR,@,CAR,2014,2014-10-30,10,30,8:30,9,8,Thu,W,28,10,18,,-3,covered,49,under
NOR,@,CHI,2014,2014-12-15,12,15,8:30,15,14,Mon,W,31,15,16,,-3,covered,53.5,under
NWE,@,KAN,2014,2014-09-29,9,29,8:31,4,4,Mon,L,14,41,-27,,-3,not covered,46,over
NYG,@,JAX,2014,2014-11-30,11,30,1:03,13,12,Sun,L,24,25,-1,,-3,not covered,44,over
NYG,@,TEN,2014,2014-12-07,12,7,1:03,14,13,Sun,W,36,7,29,,-3,covered,46.5,under
NYJ,@,TEN,2014,2014-12-14,12,14,4:05,15,14,Sun,W,16,11,5,,-3,covered,42,under
PIT,@,ATL,2014,2014-12-14,12,14,1:02,15,14,Sun,W,27,20,7,,-3,covered,55,under
STL,@,WAS,2014,2014-12-07,12,7,1:03,14,13,Sun,W,24,0,24,,-3,covered,44.5,under
BAL,@,TAM,2014,2014-10-12,10,12,1:02,6,6,Sun,W,48,17,31,,-3,covered,44,over
BAL,@,CIN,2014,2014-10-26,10,26,1:02,8,8,Sun,L,24,27,-3,,-3,not covered,44.5,over
SFO,@,ARI,2014,2014-09-21,9,21,4:05,3,3,Sun,L,14,23,-9,,-3,not covered,42,under
ARI,@,OAK,2014,2014-10-19,10,19,4:25,7,6,Sun,W,24,13,11,,-3.5,covered,46.5,under
DEN,@,CIN,2014,2014-12-22,12,22,8:30,16,15,Mon,L,28,37,-9,,-3.5,not covered,47,over
DET,@,ATL,2014,2014-10-26,10,26,9:37,8,8,Sun,W,22,21,1,,-3.5,not covered,45.5,under
HOU,@,TEN,2014,2014-10-26,10,26,1:03,8,8,Sun,W,30,16,14,,-3.5,covered,43,over
MIA,@,OAK,2014,2014-09-28,9,28,1:06,4,4,Sun,W,38,14,24,,-3.5,covered,40.5,over
SFO,@,STL,2014,2014-10-13,10,13,8:30,6,6,Mon,W,31,17,14,,-3.5,covered,44.5,over
CLE,@,JAX,2014,2014-10-19,10,19,1:02,7,6,Sun,L,6,24,-18,,-4,not covered,45,under
DAL,@,CHI,2014,2014-12-04,12,4,8:26,14,13,Thu,W,41,28,13,,-4,covered,50.5,over
GNB,@,BUF,2014,2014-12-14,12,14,1:02,15,14,Sun,L,13,21,-8,,-4,not covered,50,under
NWE,@,SDG,2014,2014-12-07,12,7,8:30,14,13,Sun,W,23,14,9,,-4,covered,54,under
SFO,@,NYG,2014,2014-11-16,11,16,1:03,11,10,Sun,W,16,10,6,,-4,covered,44.5,under
IND,@,PIT,2014,2014-10-26,10,26,4:25,8,8,Sun,L,34,51,-17,,-4.5,not covered,48.5,over
DEN,@,SDG,2014,2014-12-14,12,14,4:05,15,14,Sun,W,22,10,12,,-4.5,covered,50.5,under
PIT,@,NYJ,2014,2014-11-09,11,9,1:02,10,10,Sun,L,13,20,-7,,-4.5,not covered,47,under
SFO,@,DAL,2014,2014-09-07,9,7,4:25,1,1,Sun,W,28,17,11,,-4.5,covered,51,under
DAL,@,NYG,2014,2014-11-23,11,23,8:30,12,11,Sun,W,31,28,3,,-5,not covered,49,over
NWE,@,MIA,2014,2014-09-07,9,7,1:03,1,1,Sun,L,20,33,-13,,-5,not covered,47,over
NOR,@,TAM,2014,2014-12-28,12,28,1:03,17,16,Sun,W,23,20,3,,-5.5,not covered,46.5,under
NWE,@,MIN,2014,2014-09-14,9,14,1:05,2,2,Sun,W,30,7,23,,-5.5,covered,48.5,under
PIT,@,TEN,2014,2014-11-17,11,17,8:30,11,11,Mon,W,27,24,3,,-5.5,not covered,45.5,over
SEA,@,SDG,2014,2014-09-14,9,14,4:05,2,2,Sun,L,21,30,-9,,-5.5,not covered,44,over
CIN,@,TAM,2014,2014-11-30,11,30,1:02,13,12,Sun,W,14,13,1,,-6,not covered,43.5,under
DAL,@,WAS,2014,2014-12-28,12,28,1:05,17,16,Sun,W,44,17,27,,-6,covered,47.5,over
NOR,@,CLE,2014,2014-09-14,9,14,1:03,2,2,Sun,L,24,26,-2,,-6,not covered,48.5,over
PIT,@,JAX,2014,2014-10-05,10,5,1:02,5,5,Sun,W,17,9,8,,-6,covered,47.5,under
SEA,@,CAR,2014,2014-10-26,10,26,1:04,8,7,Sun,W,13,9,4,,-6,not covered,45,under
BUF,@,OAK,2014,2014-12-21,12,21,4:25,16,15,Sun,L,24,26,-2,,-6.5,not covered,42,over
HOU,@,JAX,2014,2014-12-07,12,7,1:03,14,13,Sun,W,27,13,14,,-6.5,covered,42,under
BAL,@,HOU,2014,2014-12-21,12,21,1:02,16,15,Sun,L,13,25,-12,,-6.5,not covered,42,under
IND,@,JAX,2014,2014-09-21,9,21,1:02,3,3,Sun,W,44,17,27,,-7,covered,45,over
KAN,@,OAK,2014,2014-11-20,11,20,8:26,12,11,Thu,L,20,24,-4,,-7,not covered,42.5,over
MIA,@,JAX,2014,2014-10-26,10,26,1:02,8,7,Sun,W,27,13,14,,-7,covered,42.5,under
MIA,@,NYJ,2014,2014-12-01,12,1,8:30,13,12,Mon,W,16,13,3,,-7,not covered,41.5,under
PHI,@,WAS,2014,2014-12-20,12,20,4:30,16,15,Sat,L,24,27,-3,,-7,not covered,51,push
SEA,@,WAS,2014,2014-10-06,10,6,8:30,5,4,Mon,W,27,17,10,,-7,covered,45.5,under
SEA,@,STL,2014,2014-10-19,10,19,1:00,7,6,Sun,L,26,28,-2,,-7,not covered,43.5,over
IND,@,TEN,2014,2014-12-28,12,28,1:02,17,16,Sun,W,27,10,17,,-7.5,covered,46.5,under
DAL,@,JAX,2014,2014-11-09,11,9,1:06,10,10,Sun,W,31,17,14,,-7.5,covered,45,over
GNB,@,MIN,2014,2014-11-23,11,23,1:03,12,11,Sun,W,24,21,3,,-7.5,not covered,50,under
SDG,@,OAK,2014,2014-10-12,10,12,4:05,6,6,Sun,W,31,28,3,,-7.5,not covered,44,over
SEA,@,ARI,2014,2014-12-21,12,21,8:30,16,15,Sun,W,35,6,29,,-9,covered,36,over
SFO,@,OAK,2014,2014-12-07,12,7,4:25,14,13,Sun,L,13,24,-11,,-9,not covered,40.5,under
DEN,@,NYJ,2014,2014-10-12,10,12,1:02,6,5,Sun,W,31,17,14,,-9.5,covered,47.5,over
DEN,@,STL,2014,2014-11-16,11,16,1:00,11,10,Sun,L,7,22,-15,,-9.5,not covered,51,under
DET,@,CHI,2014,2014-12-21,12,21,1:03,16,15,Sun,W,20,14,6,,-10,not covered,44.5,under
NWE,@,NYJ,2014,2014-12-21,12,21,1:02,16,15,Sun,W,17,16,1,,-10,not covered,47,under
GNB,@,TAM,2014,2014-12-21,12,21,1:03,16,15,Sun,W,20,3,17,,-12,covered,49,under
DEN,@,OAK,2014,2014-11-09,11,9,4:05,10,9,Sun,W,41,17,24,,-12.5,covered,51,over
PIT,@,CLE,2015,2016-01-03,1,3,1:02,17,16,Sun,W,28,12,16,,-11,covered,46.5,under
SEA,@,BAL,2015,2015-12-13,12,13,1:02,14,13,Sun,W,35,6,29,,-11,covered,41,push
ARI,@,STL,2015,2015-12-06,12,6,1:00,13,12,Sun,W,27,3,24,,-4.5,covered,43,under
SEA,@,DAL,2015,2015-11-01,11,1,4:25,8,8,Sun,W,13,12,1,,-4.5,not covered,41,under
CIN,@,SFO,2015,2015-12-20,12,20,4:25,15,14,Sun,W,24,14,10,,-5.5,covered,40.5,under
DEN,@,IND,2015,2015-11-08,11,8,4:25,9,8,Sun,L,24,27,-3,,-5.5,not covered,45.5,over
ATL,@,TEN,2015,2015-10-25,10,25,1:02,7,7,Sun,W,10,7,3,,-6,not covered,47,under
ARI,@,CLE,2015,2015-11-01,11,1,1:02,8,8,Sun,W,34,20,14,,-6,covered,46,over
MIA,@,JAX,2015,2015-09-20,9,20,4:05,2,2,Sun,L,20,23,-3,,-6,not covered,41.5,over
BAL,@,OAK,2015,2015-09-20,9,20,4:05,2,2,Sun,L,33,37,-4,,-6,not covered,43,over
CAR,@,NOR,2015,2015-12-06,12,6,4:25,13,12,Sun,W,41,38,3,,-6.5,not covered,50,over
CAR,@,ATL,2015,2015-12-27,12,27,1:02,16,15,Sun,L,13,20,-7,,-6.5,not covered,47.5,under
GNB,@,CHI,2015,2015-09-13,9,13,1:00,1,1,Sun,W,31,23,8,,-6.5,covered,49,over
KAN,@,BAL,2015,2015-12-20,12,20,1:02,15,14,Sun,W,34,14,20,,-6.5,covered,41,over
SEA,@,SFO,2015,2015-10-22,10,22,8:26,7,7,Thu,W,20,3,17,,-6.5,covered,42,under
ATL,@,SFO,2015,2015-11-08,11,8,4:05,9,9,Sun,L,16,17,-1,,-7.5,not covered,44,under
GNB,@,SFO,2015,2015-10-04,10,4,4:25,4,4,Sun,W,17,3,14,,-7.5,covered,48,under
NWE,@,NYG,2015,2015-11-15,11,15,4:31,10,9,Sun,W,27,26,1,,-7.5,not covered,54,under
CIN,@,CLE,2015,2015-12-06,12,6,1:03,13,12,Sun,W,37,3,34,,-9,covered,43.5,under
NWE,@,DAL,2015,2015-10-11,10,11,4:25,5,4,Sun,W,30,6,24,,-9,covered,49.5,under
NWE,@,MIA,2015,2016-01-03,1,3,1:02,17,16,Sun,L,10,20,-10,,-9,not covered,46.5,under
ARI,@,SFO,2015,2015-11-29,11,29,4:05,12,11,Sun,W,19,13,6,,-9.5,not covered,45,under
NWE,@,IND,2015,2015-10-18,10,18,8:30,6,5,Sun,W,34,27,7,,-9.5,not covered,54.5,over
PIT,@,BAL,2015,2015-12-27,12,27,1:02,16,15,Sun,L,17,20,-3,,-10,not covered,47,under
GNB,@,CAR,2015,2015-11-08,11,8,1:04,9,8,Sun,L,29,37,-8,,-2.5,not covered,46,over
NWE,@,DEN,2015,2015-11-29,11,29,8:30,12,11,Sun,L,24,30,-6,OT,-2.5,not covered,43.5,over
NYG,@,WAS,2015,2015-11-29,11,29,1:03,12,11,Sun,L,14,20,-6,,-2.5,not covered,47,under
NYJ,@,NYG,2015,2015-12-06,12,6,1:03,13,12,Sun,W,23,20,3,OT,-2.5,covered,46.5,under
PHI,@,ATL,2015,2015-09-14,9,14,7:10,1,1,Mon,L,24,26,-2,,-2.5,not covered,54.5,under
BAL,@,PIT,2015,2015-10-01,10,1,8:26,4,4,Thu,W,23,20,3,OT,-2.5,covered,43.5,under
ATL,@,NOR,2015,2015-10-15,10,15,8:26,6,6,Thu,L,21,31,-10,,-3,not covered,51,over
CAR,@,JAX,2015,2015-09-13,9,13,1:03,1,1,Sun,W,20,9,11,,-3,covered,40.5,under
CAR,@,TAM,2015,2015-10-04,10,4,1:03,4,4,Sun,W,37,23,14,,-3,covered,40,over
CIN,@,OAK,2015,2015-09-13,9,13,4:25,1,1,Sun,W,33,13,20,,-3,covered,43,over
CIN,@,BUF,2015,2015-10-18,10,18,1:02,6,6,Sun,W,34,21,13,,-3,covered,43,over
